Series Name,Series Code,Country Name,Country Code,1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Australia,AUS,69.6455859092249,70.0830127556186,70.3199825859817,71.4708960193528,72.6331340896461,73.1173439560589,73.414096010744,73.7864611997799,74.252201850108,75.6170313128651,76.6240273930654,76.9889926152989,78.1941220883085,77.8938681884301,79.0545696724155,79.6541890470126,80.1164025542361,80.6282794617895,81.2747240587568,81.0277390018382,81.5872619938472,81.9596469456335,82.2268607371503,82.6929040624736,83.1499873392792,84.0659574166679,84.6686001273255,85.2867795272261,85.7281485127628,85.9652380068267,86.6787494336203,86.2579637989958,86.2043355800625
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Austria,AUT,62.5878699883559,64.4010110003734,65.3769554926976,68.9285714285714,70.0730651911754,69.9328340040386,70.5068657666652,71.2184631372323,71.3746180014992,71.7266009494636,72.6769439168397,74.3797401375742,74.4433205799141,76.6746411483254,77.9501317902263,78.6275426348407,78.8705980412586,79.692293944178,80.9237937368398,81.3514364069595,82.1184784242971,82.7947781933991,83.1766296185041,83.8406147888176,83.9287605731838,84.225720600839,84.3144633261586,83.8716916770149,84.1564125237931,84.7603596500538,84.4355809753161,84.7951901163488,84.8479411500852
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Azerbaijan,AZE,84.4444444444445,84.4760045267438,84.9070343220545,85.7030739045128,86.4904258695473,86.8212037418368,87.0974992310786,87.3671768666874,87.6815168613674,87.7533393348094,88.1193587667432,89.5246903127483,88.5925787854984,88.6045675735457,88.8649994341971,88.3335022661125,82.6386542275766,85.2709299857485,90.0724097209274,96.1473443562539,90.3970423760408,92.0400255217168,91.6170903190914,91.8236785049012,92.1974016545925,91.946338571005,91.5489652542497,91.836645428434,91.8396153899906,91.7164961600589,92.4008051008487,91.8716650704611,92.026650647152
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,"Bahamas, The",BHS,81.3607361809986,81.3455013744768,81.380658006317,81.4095442725819,81.8831026148099,82.2850935543323,83.2534656854355,82.1056475170399,84.0203033268102,84.5190847175266,84.7729613102535,84.9582377687562,84.3591564819124,84.1284808111484,84.3621651443634,84.4773226356532,84.3881183257641,83.6449686729852,82.5638578978274,82.5246997465751,82.45824705003,82.8742720951375,82.2352666674854,82.2455303347023,82.0816361689822,82.1324299353249,82.4255959725581,82.6910241514844,82.674719372285,82.6005936455962,83.3815385014461,81.9066196828593,82.1559235092219
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Bahrain,BHR,33.1207861958633,33.9974507079453,34.9013131301466,35.8257152481734,36.7521367521367,37.667667198199,38.5662037091482,39.4501896303974,40.3259615158153,41.1901599652096,42.0537754085877,42.8319863788499,43.7666153630894,44.8961389508274,45.9974272125382,46.9433525738636,47.756809475688,48.4993353699774,49.2518515950871,50.142027485481,49.233437391606,49.4148874783612,49.55615503447,49.7609981365956,49.9419670837299,50.0416801741305,50.2156713491569,50.6092588977065,50.8466026985819,50.4220779220779,50.4254852379138,50.3530789633831,50.6693148420279
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Bangladesh,BGD,28.9623576027736,29.1770882624665,29.4403536270453,29.7427561996997,30.0800054240966,30.4311360957476,30.8188111721175,31.2299062863397,31.6441801966613,32.0476512606487,32.3486154199701,32.6447707604493,32.92934413198,33.202264681803,33.4714272525849,33.635460927397,34.3384207650908,35.0633696504429,35.8120292776069,36.5847572423299,37.3822478966418,38.2062010254426,39.0591250228812,39.9408721359941,40.8549857585293,41.800889514285,45.0599579676103,45.3414537727924,45.5562138942379,45.5570506590915,47.0491762542554,46.12118873022,46.1686253961125
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Barbados,BRB,80.0080423564104,80.4947178562226,81.1040911723896,81.7036937901499,84.1483911739791,83.6729961259344,84.5097508125677,83.6436690172179,82.2792761487263,83.138378292353,83.9785186842694,83.9737506849681,85.0127652784426,85.3839736204362,85.7205512951715,85.3217367670042,83.3452129591027,85.2583503749148,85.7463186535227,86.2389095347147,86.7336973714977,84.8857571714476,86.1596165867889,89.1769079830631,90.2091888926777,89.227243903845,88.1946771162614,87.3794105986521,89.6158281240517,89.2638464757948,90.5286685499643,88.2596413843109,88.7081122062168
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Belarus,BLR,80.1009188130743,79.8477769404672,79.7158344531852,79.53370608714,79.4240971460347,79.6132638416799,80.0326159848808,80.4856004901961,80.8690718962266,81.4481361302805,81.9353273805012,82.3146512014257,82.5797031640425,82.7781279073257,82.9485857725581,83.0851538118591,83.1879308563246,83.2310598848874,83.1811384852136,83.1377348981208,83.1049706390822,83.0856364178342,83.1155068880254,83.2039997183297,83.3038348082596,83.422362425517,82.9243111266132,81.8958818958819,82.9920268569031,82.6285234664615,83.2287610991289,82.8106286382753,82.8205164050159
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Belgium,BEL,61.9059264693894,63.6137520250037,65.2928846122105,65.6635171805015,66.2575383659928,66.5851336266334,67.5902879654507,68.7004270896888,70.5043608924313,70.9642276422764,69.1955504867688,70.5261588416553,71.2501244152483,73.3843015638734,74.4371314066013,75.2867518979853,76.1915677445763,77.0906939674297,77.7564304288057,78.4830739875646,78.7641296156744,78.8416471375963,80.0569848319786,81.1754972478303,81.5243788529796,81.3688083395789,82.3524441966172,83.8760477520955,84.2862699338779,84.3537880212697,84.6548136619695,85.3781032687204,85.0311185870479
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Belize,BLZ,42.6681964085442,43.9135263579306,44.4625344032252,44.2297508492308,45.6166666666667,47.0169677066229,48.4320689611588,50.3813657258789,49.6869901733885,50.3319465344782,50.9820039710141,51.6347309175994,52.2905494283113,52.9507740564606,53.6124462433595,54.2780883952741,54.9463617042809,55.6160016193922,56.2904103349234,56.9668966390278,57.6447485113392,58.3255141632643,59.0081344145379,59.5404407145908,60.714150907787,61.8913810483871,61.4118032704212,62.2103228104093,62.7822585815585,62.7866873598896,64.2242409753765,64.8837937240786,65.0916592067878
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Benin,BEN,64.3329795162492,64.37416672316,65.8879945196095,67.4659865908121,69.1089155108659,70.8265993464592,72.6237647395808,74.5095907619462,76.4920262205264,78.5791266646021,80.7823641659134,83.1120559070253,84.2118743916808,85.3301206061231,86.466760008297,87.6234330363549,88.7977317178824,89.9935271660876,91.2097846317469,92.4482860124702,93.7081678001481,92.159154221419,90.5280482786998,88.8119634450291,87.0182896135131,85.1478855334896,83.2070220509527,81.1988747024454,81.4787489511906,81.4793175975695,81.1744489215454,82.3421187121267,82.4886937048294
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Bhutan,BTN,69.5462319420691,69.6860550012168,69.8646025370237,70.056358735604,70.2549157044306,71.1505409582689,72.2371531666045,73.4662941758641,74.8210069071761,76.2913519228564,78.0620584033668,79.9149854409318,81.7829915101891,83.5969661270467,85.2992570262375,86.4468667776406,87.5818935822448,88.6931702344546,89.7527033123266,87.7221883825239,86.9880492532526,96.2852171789628,81.6912269878437,77.2075007860961,78.5895752454899,78.7506803792936,78.9152902956862,79.0848636094803,85.1430976430976,87.6028006223605,89.3299224294438,87.4207316252205,87.3518107508255
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Bolivia,BOL,70.2174709835064,70.1737015169851,70.6014642433724,71.106792794114,71.6195573804548,72.0614828209765,72.6127952707819,73.3705068449694,74.121203256789,72.3563522647526,72.942615658363,73.5354662698413,74.1372229343754,74.7486228906182,75.3666975904521,77.3045493352848,75.0903373003638,76.0142715268327,76.7105827562963,76.051329055912,75.3945524343428,72.4681038275407,73.6609940098749,75.0061307567806,68.6521006713097,73.2208750658935,75.688231906316,79.4497269876176,75.297851501965,74.102704997877,73.2448276300563,71.9812225035024,72.9629404247551
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Bosnia and Herzegovina,BIH,53.1915607848403,52.7944128612156,52.2729206732815,51.9397849462366,51.8303392866459,52.0406378960621,52.1866657299424,52.2788109326571,52.3355744966206,52.3270418000743,52.3025150549061,52.9039332201471,53.4710685376975,53.9640451821605,54.4347426470588,54.8989827634925,53.6596736596737,55.5835389254386,56.8389373183894,58.512101210121,59.2597753200383,58.7436917618285,59.2467364972027,61.5461951811406,61.2635510140567,59.9421995148888,61.5252293577982,60.4884982751746,64.1363028798583,61.9882940265106,65.4262695634947,66.5840602696273,67.6740691267323
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Botswana,BWA,63.1321679552625,63.6283137618178,64.1550319554544,64.7681570036625,65.4962279148248,66.1451964298264,66.9386538761725,67.8389076931903,69.756730362791,71.7825597249392,73.0428701099653,74.3108986330022,75.5902204889755,76.8751223478745,78.1696421822799,79.4715755607491,79.6790646344737,79.8988195615514,80.1266608000692,79.7081264381737,80.2441079974716,80.7753306601233,81.3013209568011,81.8210054576918,82.3364169841013,82.8450658905091,83.3473947575132,83.8421250614891,84.3323211535971,84.067571555031,85.4537065074765,86.1572535991141,86.2536371755351
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Brazil,BRA,52.0514405248645,53.6580686165174,55.3151321521928,57.0222694567621,58.7848588378949,58.9165387104552,59.6645307199397,60.9800202326758,62.6821087272957,64.5563653042503,66.4618817976606,68.2784829562903,68.7857703239746,69.852091518373,71.2332628611698,71.1852843498185,71.4137537599834,70.9735592516671,71.720794832807,70.6637354536359,69.5966590614951,69.1487396067045,69.2046415732713,69.4504939976628,70.3970543274535,70.8312255384861,72.2870470614967,72.8549413735343,73.7871873452618,70.7343199436223,71.8668425246613,72.9896542817135,72.8028829026335
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Brunei Darussalam,BRN,56.446197238129,57.8575892364813,59.2825784871924,60.7216036734392,62.1739184315864,63.6383998009084,65.1168311883044,66.6055966871628,68.1043066181011,69.6147564850802,71.1327881570413,71.4391473610313,71.7514124293785,72.0709830900791,72.3970569252614,72.7310423469652,73.0704687073149,73.4187464900939,73.7730282567364,74.1340495280224,74.504567628667,75.5843598207337,76.7273916420269,77.9357410816872,79.2145661258777,80.5683948426611,82.0012522387408,78.7875875326102,75.5494467734176,75.6947624002775,76.6081789973145,75.5434708162678,76.2515993231252
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Bulgaria,BGR,88.7346547103008,88.6662605574672,87.5787130111154,86.4720284411054,85.3454988658293,84.199822258682,83.0356372422124,81.8562091503268,80.6616313667494,79.4514212529795,81.861112579514,82.2142500178482,80.684028528204,81.0268931225607,80.1161469511425,81.8026220598874,81.5893038203097,80.8568656316916,80.5413375817769,80.366571380528,81.0726364401105,81.439561561766,81.4080541636641,80.8989885546979,80.9185866360138,80.1553802949535,80.2977232924694,79.4774492547677,79.2971830541623,78.7827340434051,79.0870967741935,80.1895464198548,80.1000671376962
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Burkina Faso,BFA,89.2818574514039,88.3209539803659,87.3197285057653,86.2767065000905,85.1945931234691,84.0714099023853,82.908357913198,81.707247468694,80.4653078974171,79.1871765745298,77.8718703976436,76.5203443421265,75.135429206408,73.7165418335946,72.2686334137276,70.7913904574842,71.3399003085687,71.9703910883927,72.6917278487994,73.5131966272514,74.4406185278833,75.4881762228701,76.6638005159071,77.980286907965,78.1326182350073,78.2809235694712,78.4462958181003,78.6351441528551,78.8555516121106,78.8563316610618,79.4214648893775,79.1162293914663,79.0419983530058
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Burundi,BDI,100.898253955794,100.997979205003,101.170103680073,101.332827341935,101.399573639818,101.55223880597,101.720768839044,101.849855030791,101.817258514999,101.740340257268,101.587516626435,101.345792998894,100.991563561606,100.492934604009,99.8419596997234,99.0039968641966,100.030915883035,100.930586747206,101.639048061535,102.247335965116,102.824158369814,103.298534845862,103.679871824689,104.003928968387,103.104587719972,102.346175377882,101.677937340121,101.084294766605,100.576539752227,100.022907175036,100.879552320616,99.8137259871256,99.9277007572394
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Cabo Verde,CPV,49.0472058106775,49.8291715118022,50.6311665699362,51.4531728318271,52.2961851218522,53.1619179986101,54.0495205668077,54.9627478216947,55.9002254863243,56.8641822904611,57.8558441558442,58.8764575490878,59.9252871279259,61.0066090493137,62.1194719561134,63.2659188296624,64.4490386603267,65.6676735477944,66.9267648009898,68.2243388646784,69.5640977954536,70.9476902663801,72.3792902850494,73.8552025580099,75.3839552570059,76.9631553803894,78.5979027300669,77.9520634463792,78.3903233310072,77.9292216326729,79.6077033965565,78.0931181598961,78.7577869610806
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Cambodia,KHM,89.9719962661688,89.7261271760507,89.6952316142517,93.5419328399585,92.9753013429216,92.7326283258487,92.2252563869167,91.6996143896129,91.1525057674373,90.5828046703364,89.9963993493997,89.3856493279368,88.7559237238068,88.1053590405344,87.4334615286657,86.743079862046,86.0300287894241,85.2974828375286,84.544966407795,83.7720166237878,82.9799396461189,82.1695560140404,82.4280182292353,82.7058411850853,83.00107208495,83.3123695001384,83.6378974530748,83.9765881373365,84.3260567212916,84.3268455884149,85.2239730770633,84.3486467193379,84.2483200310521
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Cameroon,CMR,88.9515787546207,88.9293192818647,88.9663461538462,89.0680141161373,89.2368602249254,89.3495542689091,89.530856242017,89.770971238785,90.0439306358382,90.3300957370361,90.5010099134028,90.6787740675286,90.8603903666092,91.0502432252721,91.2440403851547,91.3090756027407,91.407840842598,89.738273243208,87.8878109691672,85.8560884710009,85.9967396942228,86.1808383983959,86.4132164085072,86.6965949078866,86.8562544535855,87.0103922051974,87.210647395989,87.4537591830355,87.7334099396725,87.7330134205184,88.7555224357268,87.6636001826841,87.7332046986428
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Canada,CAN,77.8653018246765,78.3106754048638,78.6522984586005,78.6872238258752,79.327288035002,79.6313747228381,80.0085841663667,80.9482878136698,81.3785482422819,82.1008984105045,82.6752262099117,83.4271548122886,84.3070217258053,84.7207226906835,84.6975919998901,85.5647580990833,86.173380759368,86.0032173351116,86.8173284194423,87.2129910421063,87.0577854962046,87.482044782425,87.7241749093423,87.2314190146834,86.713791931097,87.2066379175384,87.6288218943767,88.0252764612954,87.6606977241921,86.7010504538368,87.0743022938481,88.1412064153181,88.2009261530028
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Central African Republic,CAF,81.4189755424623,81.4465692658835,81.52,81.6388741781733,81.8018367610917,81.7665843536272,81.7637705702134,81.8004318760748,81.885586366636,82.0160381391613,81.8531020835758,81.771075618959,81.74525255135,81.7446682081821,81.7629807630195,81.5358634558861,81.3428034689519,81.1982833941512,81.1262614590555,81.146709470305,80.7488135896747,80.4289612608707,80.1951480148078,80.0312408722045,79.9226232003552,80.1841325550935,80.5092096535538,80.8873982282759,81.2953800681103,81.295813386266,81.6871038137795,81.2128219952464,81.352516877583
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Chad,TCD,80.329522528581,80.0969305331179,79.9240732469853,79.4881693648817,79.0475237868994,78.6003012804419,78.1494599125272,77.6935441003379,77.2346563973513,76.7697138335078,76.2985847605374,75.8250389503367,75.3466473509934,74.8635583970061,74.3766155774302,73.885726278234,73.39176276771,72.8935448838503,72.3916255174158,71.88549260919,71.3780538636333,70.864194193653,70.3497377646132,69.8322496038468,69.3110647181628,68.7875481652326,68.2611111111111,67.7338697285896,68.0577556599145,68.0564990942029,68.2854789696402,67.1356686397095,67.2453655632623
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Channel Islands,CHI,65.6409962290122,66.0442838295187,65.503537988707,65.277401894452,65.7569647573339,67.1989647915363,68.2352773664426,68.6465834363061,69.9558656036447,70.1571277839564,72.0761779581107,75.7116188877473,77.0454677428721,77.3241242641488,76.2912810379648,75.5931215389099,74.4213822736873,75.2688172043011,77.3076189218147,77.6798109584995,75.3469975886608,76.0938978240303,76.331080279853,76.4587076941355,76.5528711224626,77.2437571831574,77.5839832033593,77.82931494059,78.3562431875984,78.2490559086304,78.7863405629903,78.012445207369,78.2050099892424
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Chile,CHL,42.5198209803583,44.0274521168691,44.8708864745709,45.4885741957438,46.7379846171866,47.6826343423867,49.129791385655,49.673459752931,50.2895740161739,50.4952615516411,49.7360870506713,49.8496446145435,51.9418275701063,54.4299583911234,55.9004482057849,56.631988705676,57.9503071522598,60.2669320536591,61.5886548303881,62.939703705753,65.1902554113742,66.2694889862953,66.5324260519372,67.6369409896798,67.5354194556002,67.4362633979795,68.1541582150101,69.6429328397225,70.5767336977464,67.2918362815484,67.7350427350427,70.9739182232055,72.7971988637962
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,China,CHN,85.7947117366468,85.7158037664561,85.6351498508593,85.5559511095289,85.4760035215457,85.397507007813,85.31944411223,85.2406134954611,85.1632297240426,85.085064567081,84.7491938807671,84.4092050413203,84.0636913006705,83.7157405466718,83.3618594036811,83.0043175522224,82.6429262044978,82.2785290029066,81.9098865313184,81.537831053737,81.7370650917961,81.9368274006623,82.1667339997133,82.4171790401028,82.6806354568006,82.9608455760154,83.271375464684,83.6054910357351,83.9248633879781,83.7435404565905,84.7888993000055,84.1386815063776,83.9544010983677
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Colombia,COL,61.9009024266325,62.3987230028781,63.1391358979316,63.9658668469077,64.6990712821131,64.851526961642,65.286324476942,65.2106687282567,64.2254749903063,64.594745261525,64.7673107011607,64.2993110393358,65.723374319447,65.3782529257814,63.8258048415273,63.7799248253071,63.75486257254,64.1279580432043,66.9347831483826,67.75864430416,68.137346080875,69.4320491843919,69.3247765758765,69.1710887005508,69.6725961599072,69.5798105651262,69.4981139313343,68.4784425670897,68.2557670014198,67.0250285159886,66.6576402321083,67.0651272396951,67.8843970320298
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Comoros,COM,58.6472586843913,58.7046564757889,58.8444295626616,59.0742087692795,59.3976377215806,59.7444329606314,60.1529167453275,60.6316548674246,61.178671655753,61.7878683108601,62.3115674882742,62.8983425843264,63.5218283035453,64.1496437989531,63.4553241191357,62.7802172405824,62.1205480496217,61.4779755619249,60.8523660247798,60.2426323953025,59.6484175133397,59.0686318835338,58.5050208530975,57.9546058576516,58.3020445931278,58.5860209293189,58.9412883204477,59.3520121159671,59.8027842227378,59.8015887542556,60.2836749968055,59.595630787037,59.7196379861625
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,"Congo, Dem. Rep.",COD,97.2681465341141,97.0804607079237,96.9383735618913,96.8853104506388,96.9714673913043,96.7569547112998,96.6658082704219,96.6804023097568,96.743876969812,96.8033865649973,96.6527536860364,96.548549144923,96.4734698296277,96.4247548190734,96.4023911926209,95.5492850229692,94.6572857692519,93.7251479003006,92.7516590988474,91.7381807933488,90.6874591305831,89.5982443810152,89.5320832616549,89.5319331947531,89.5990819766191,89.5949279935739,89.6899224806202,89.8684494285098,90.1166978821495,90.1165073962561,90.4818456993063,90.8003826530612,90.8349036092187
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,"Congo, Rep.",COG,92.5840433122088,93.0569991853246,93.5633578310364,94.0565730392782,94.5131661263721,94.9116275088801,95.2786322340654,95.6131290526195,95.9298144685747,96.2284280791799,96.3530090922211,96.498959657843,96.639615790768,96.7410817697475,96.7862005040118,96.8949771689498,96.960071937229,96.9982735357697,97.0577989374982,97.1699620821408,96.7887715638987,96.5208718778908,96.3522720711357,96.2639201430962,96.248485547799,96.3873166223865,96.6179661507305,96.9386275305992,97.3449525001091,97.0567036846363,98.0036404204098,97.0693892985442,97.195990120587
